,experiment,d,repetitions,m,n,approx_type,kernel_type,l_minus_l_plus,function_type,perturbation_or_Qi,power
759,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",decreasing,Q5,0.06
760,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",centred,Q1,1.0
761,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",centred,Q2,0.994
762,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",centred,Q3,0.608
763,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",centred,Q4,0.598
764,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",centred,Q5,0.074
765,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",ost,Q1,0.078
766,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",ost,Q2,0.072
767,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",ost,Q3,0.048
768,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",ost,Q4,0.068
769,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",ost,Q5,0.042
770,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",uniform,Q1,0.998
771,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",uniform,Q2,0.982
772,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",uniform,Q3,0.39
773,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",uniform,Q4,0.37
774,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",uniform,Q5,0.05
775,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",increasing,Q1,1.0
776,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",increasing,Q2,0.984
777,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",increasing,Q3,0.4
778,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",increasing,Q4,0.392
779,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",increasing,Q5,0.046
780,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",decreasing,Q1,0.998
781,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",decreasing,Q2,0.978
782,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",decreasing,Q3,0.34
783,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",decreasing,Q4,0.406
784,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",decreasing,Q5,0.064
785,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",centred,Q1,1.0
786,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",centred,Q2,0.992
787,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",centred,Q3,0.424
788,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",centred,Q4,0.47
789,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",centred,Q5,0.09
790,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",ost,Q1,0.074
791,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",ost,Q2,0.05
792,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",ost,Q3,0.054
793,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",ost,Q4,0.066
794,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",ost,Q5,0.052
795,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",uniform,Q1,1.0
796,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",uniform,Q2,0.994
797,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",uniform,Q3,0.556
798,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",uniform,Q4,0.614
799,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",uniform,Q5,0.072
800,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",increasing,Q1,1.0
801,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",increasing,Q2,0.998
802,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",increasing,Q3,0.584
803,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",increasing,Q4,0.596
804,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",increasing,Q5,0.092
805,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",decreasing,Q1,1.0
806,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",decreasing,Q2,0.998
807,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",decreasing,Q3,0.556
808,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",decreasing,Q4,0.55
809,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",decreasing,Q5,0.082
810,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",centred,Q1,1.0
811,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",centred,Q2,0.996
812,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",centred,Q3,0.6
813,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",centred,Q4,0.552
814,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",centred,Q5,0.076
815,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",ost,Q1,0.08
816,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",ost,Q2,0.076
817,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",ost,Q3,0.024
818,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",ost,Q4,0.048
819,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",ost,Q5,0.058
820,4: mnist alternative,,500,500,500,wild bootstrap,gaussian,,median,Q1,0.608
821,4: mnist alternative,,500,500,500,wild bootstrap,gaussian,,median,Q2,0.298
822,4: mnist alternative,,500,500,500,wild bootstrap,gaussian,,median,Q3,0.15
823,4: mnist alternative,,500,500,500,wild bootstrap,gaussian,,median,Q4,0.094
824,4: mnist alternative,,500,500,500,wild bootstrap,gaussian,,median,Q5,0.068
825,4: mnist alternative,,500,500,500,wild bootstrap,gaussian,,split,Q1,0.928
826,4: mnist alternative,,500,500,500,wild bootstrap,gaussian,,split,Q2,0.694
827,4: mnist alternative,,500,500,500,wild bootstrap,gaussian,,split,Q3,0.142
828,4: mnist alternative,,500,500,500,wild bootstrap,gaussian,,split,Q4,0.168
829,4: mnist alternative,,500,500,500,wild bootstrap,gaussian,,split,Q5,0.056
830,4: mnist alternative,,500,500,500,wild bootstrap,gaussian,,split (doubled sample sizes),Q1,1.0
831,4: mnist alternative,,500,500,500,wild bootstrap,gaussian,,split (doubled sample sizes),Q2,0.986
832,4: mnist alternative,,500,500,500,wild bootstrap,gaussian,,split (doubled sample sizes),Q3,0.392
833,4: mnist alternative,,500,500,500,wild bootstrap,gaussian,,split (doubled sample sizes),Q4,0.442
834,4: mnist alternative,,500,500,500,wild bootstrap,gaussian,,split (doubled sample sizes),Q5,0.054
835,4: mnist alternative,,500,500,500,wild bootstrap,laplace,,median,Q1,0.508
836,4: mnist alternative,,500,500,500,wild bootstrap,laplace,,median,Q2,0.29
837,4: mnist alternative,,500,500,500,wild bootstrap,laplace,,median,Q3,0.094
838,4: mnist alternative,,500,500,500,wild bootstrap,laplace,,median,Q4,0.084
839,4: mnist alternative,,500,500,500,wild bootstrap,laplace,,median,Q5,0.064
840,4: mnist alternative,,500,500,500,wild bootstrap,laplace,,split,Q1,0.988
841,4: mnist alternative,,500,500,500,wild bootstrap,laplace,,split,Q2,0.86
842,4: mnist alternative,,500,500,500,wild bootstrap,laplace,,split,Q3,0.25
843,4: mnist alternative,,500,500,500,wild bootstrap,laplace,,split,Q4,0.266
844,4: mnist alternative,,500,500,500,wild bootstrap,laplace,,split,Q5,0.066
845,4: mnist alternative,,500,500,500,wild bootstrap,laplace,,split (doubled sample sizes),Q1,1.0
846,4: mnist alternative,,500,500,500,wild bootstrap,laplace,,split (doubled sample sizes),Q2,1.0
847,4: mnist alternative,,500,500,500,wild bootstrap,laplace,,split (doubled sample sizes),Q3,0.532
848,4: mnist alternative,,500,500,500,wild bootstrap,laplace,,split (doubled sample sizes),Q4,0.564
849,4: mnist alternative,,500,500,500,wild bootstrap,laplace,,split (doubled sample sizes),Q5,0.092
850,4: mnist alternative,,500,500,500,permutation,gaussian,,median,Q1,0.61
851,4: mnist alternative,,500,500,500,permutation,gaussian,,median,Q2,0.3
852,4: mnist alternative,,500,500,500,permutation,gaussian,,median,Q3,0.144
853,4: mnist alternative,,500,500,500,permutation,gaussian,,median,Q4,0.096
854,4: mnist alternative,,500,500,500,permutation,gaussian,,median,Q5,0.068
855,4: mnist alternative,,500,500,500,permutation,gaussian,,split,Q1,0.924
856,4: mnist alternative,,500,500,500,permutation,gaussian,,split,Q2,0.688
857,4: mnist alternative,,500,500,500,permutation,gaussian,,split,Q3,0.14
858,4: mnist alternative,,500,500,500,permutation,gaussian,,split,Q4,0.17
859,4: mnist alternative,,500,500,500,permutation,gaussian,,split,Q5,0.056
860,4: mnist alternative,,500,500,500,permutation,gaussian,,split (doubled sample sizes),Q1,1.0
861,4: mnist alternative,,500,500,500,permutation,gaussian,,split (doubled sample sizes),Q2,0.992
862,4: mnist alternative,,500,500,500,permutation,gaussian,,split (doubled sample sizes),Q3,0.392
863,4: mnist alternative,,500,500,500,permutation,gaussian,,split (doubled sample sizes),Q4,0.43
864,4: mnist alternative,,500,500,500,permutation,gaussian,,split (doubled sample sizes),Q5,0.052
865,4: mnist alternative,,500,500,500,permutation,laplace,,median,Q1,0.508
866,4: mnist alternative,,500,500,500,permutation,laplace,,median,Q2,0.294
867,4: mnist alternative,,500,500,500,permutation,laplace,,median,Q3,0.11
868,4: mnist alternative,,500,500,500,permutation,laplace,,median,Q4,0.086
869,4: mnist alternative,,500,500,500,permutation,laplace,,median,Q5,0.066
870,4: mnist alternative,,500,500,500,permutation,laplace,,split,Q1,0.988
871,4: mnist alternative,,500,500,500,permutation,laplace,,split,Q2,0.866
872,4: mnist alternative,,500,500,500,permutation,laplace,,split,Q3,0.262
873,4: mnist alternative,,500,500,500,permutation,laplace,,split,Q4,0.278
874,4: mnist alternative,,500,500,500,permutation,laplace,,split,Q5,0.056
875,4: mnist alternative,,500,500,500,permutation,laplace,,split (doubled sample sizes),Q1,1.0
876,4: mnist alternative,,500,500,500,permutation,laplace,,split (doubled sample sizes),Q2,0.998
877,4: mnist alternative,,500,500,500,permutation,laplace,,split (doubled sample sizes),Q3,0.536
878,4: mnist alternative,,500,500,500,permutation,laplace,,split (doubled sample sizes),Q4,0.566
879,4: mnist alternative,,500,500,500,permutation,laplace,,split (doubled sample sizes),Q5,0.09
880,6: mnist null,,5000,500,500,wild bootstrap,gaussian,"(10, 14)",uniform,P,0.0478
881,6: mnist null,,5000,500,500,wild bootstrap,gaussian,"(10, 14)",increasing,P,0.0474
882,6: mnist null,,5000,500,500,wild bootstrap,gaussian,"(10, 14)",decreasing,P,0.0488
883,6: mnist null,,5000,500,500,wild bootstrap,gaussian,"(10, 14)",centred,P,0.0528
884,6: mnist null,,5000,500,500,wild bootstrap,gaussian,"(10, 14)",ost,P,0.0496
885,6: mnist null,,5000,500,500,wild bootstrap,gaussian,"(10, 14)",median,P,0.0526
886,6: mnist null,,5000,500,500,wild bootstrap,gaussian,"(10, 14)",split,P,0.0498
887,6: mnist null,,5000,500,500,wild bootstrap,laplace,"(12, 16)",uniform,P,0.054
888,6: mnist null,,5000,500,500,wild bootstrap,laplace,"(12, 16)",increasing,P,0.0424
889,6: mnist null,,5000,500,500,wild bootstrap,laplace,"(12, 16)",decreasing,P,0.0548
890,6: mnist null,,5000,500,500,wild bootstrap,laplace,"(12, 16)",centred,P,0.052
891,6: mnist null,,5000,500,500,wild bootstrap,laplace,"(12, 16)",ost,P,0.05
892,6: mnist null,,5000,500,500,wild bootstrap,laplace,"(12, 16)",median,P,0.0518
893,6: mnist null,,5000,500,500,wild bootstrap,laplace,"(12, 16)",split,P,0.0444
894,6: mnist null,,5000,500,500,permutation,gaussian,"(10, 14)",uniform,P,0.042
895,6: mnist null,,5000,500,500,permutation,gaussian,"(10, 14)",increasing,P,0.0476
896,6: mnist null,,5000,500,500,permutation,gaussian,"(10, 14)",decreasing,P,0.048
897,6: mnist null,,5000,500,500,permutation,gaussian,"(10, 14)",centred,P,0.05
898,6: mnist null,,5000,500,500,permutation,gaussian,"(10, 14)",ost,P,0.0496
899,6: mnist null,,5000,500,500,permutation,gaussian,"(10, 14)",median,P,0.055
900,6: mnist null,,5000,500,500,permutation,gaussian,"(10, 14)",split,P,0.0484
901,6: mnist null,,5000,500,500,permutation,laplace,"(12, 16)",uniform,P,0.0526
902,6: mnist null,,5000,500,500,permutation,laplace,"(12, 16)",increasing,P,0.0442
903,6: mnist null,,5000,500,500,permutation,laplace,"(12, 16)",decreasing,P,0.0554
904,6: mnist null,,5000,500,500,permutation,laplace,"(12, 16)",centred,P,0.0532
905,6: mnist null,,5000,500,500,permutation,laplace,"(12, 16)",ost,P,0.05
906,6: mnist null,,5000,500,500,permutation,laplace,"(12, 16)",median,P,0.051
907,6: mnist null,,5000,500,500,permutation,laplace,"(12, 16)",split,P,0.0448
908,8: mnist alternative,,500,100,200,permutation,gaussian,"(12, 16)",uniform,Q3,0.092
909,8: mnist alternative,,500,100,400,permutation,gaussian,"(12, 16)",uniform,Q3,0.116
910,8: mnist alternative,,500,100,600,permutation,gaussian,"(12, 16)",uniform,Q3,0.12
911,8: mnist alternative,,500,100,800,permutation,gaussian,"(12, 16)",uniform,Q3,0.152
912,8: mnist alternative,,500,100,1000,permutation,gaussian,"(12, 16)",uniform,Q3,0.144
913,8: mnist alternative,,500,100,200,permutation,gaussian,"(12, 16)",increasing,Q3,0.092
914,8: mnist alternative,,500,100,400,permutation,gaussian,"(12, 16)",increasing,Q3,0.128
915,8: mnist alternative,,500,100,600,permutation,gaussian,"(12, 16)",increasing,Q3,0.146
916,8: mnist alternative,,500,100,800,permutation,gaussian,"(12, 16)",increasing,Q3,0.126
917,8: mnist alternative,,500,100,1000,permutation,gaussian,"(12, 16)",increasing,Q3,0.128
918,8: mnist alternative,,500,100,200,permutation,gaussian,"(12, 16)",decreasing,Q3,0.106
919,8: mnist alternative,,500,100,400,permutation,gaussian,"(12, 16)",decreasing,Q3,0.14
920,8: mnist alternative,,500,100,600,permutation,gaussian,"(12, 16)",decreasing,Q3,0.108
921,8: mnist alternative,,500,100,800,permutation,gaussian,"(12, 16)",decreasing,Q3,0.11
922,8: mnist alternative,,500,100,1000,permutation,gaussian,"(12, 16)",decreasing,Q3,0.12
923,8: mnist alternative,,500,100,200,permutation,gaussian,"(12, 16)",centred,Q3,0.102
924,8: mnist alternative,,500,100,400,permutation,gaussian,"(12, 16)",centred,Q3,0.11
925,8: mnist alternative,,500,100,600,permutation,gaussian,"(12, 16)",centred,Q3,0.136
926,8: mnist alternative,,500,100,800,permutation,gaussian,"(12, 16)",centred,Q3,0.146
927,8: mnist alternative,,500,100,1000,permutation,gaussian,"(12, 16)",centred,Q3,0.134
928,8: mnist alternative,,500,100,200,permutation,laplace,"(12, 16)",uniform,Q3,0.146
929,8: mnist alternative,,500,100,400,permutation,laplace,"(12, 16)",uniform,Q3,0.158
930,8: mnist alternative,,500,100,600,permutation,laplace,"(12, 16)",uniform,Q3,0.174
931,8: mnist alternative,,500,100,800,permutation,laplace,"(12, 16)",uniform,Q3,0.188
932,8: mnist alternative,,500,100,1000,permutation,laplace,"(12, 16)",uniform,Q3,0.19
933,8: mnist alternative,,500,100,200,permutation,laplace,"(12, 16)",increasing,Q3,0.16
934,8: mnist alternative,,500,100,400,permutation,laplace,"(12, 16)",increasing,Q3,0.208
935,8: mnist alternative,,500,100,600,permutation,laplace,"(12, 16)",increasing,Q3,0.182
936,8: mnist alternative,,500,100,800,permutation,laplace,"(12, 16)",increasing,Q3,0.208
937,8: mnist alternative,,500,100,1000,permutation,laplace,"(12, 16)",increasing,Q3,0.2
938,8: mnist alternative,,500,100,200,permutation,laplace,"(12, 16)",decreasing,Q3,0.124
939,8: mnist alternative,,500,100,400,permutation,laplace,"(12, 16)",decreasing,Q3,0.158
940,8: mnist alternative,,500,100,600,permutation,laplace,"(12, 16)",decreasing,Q3,0.162
941,8: mnist alternative,,500,100,800,permutation,laplace,"(12, 16)",decreasing,Q3,0.184
942,8: mnist alternative,,500,100,1000,permutation,laplace,"(12, 16)",decreasing,Q3,0.176
943,8: mnist alternative,,500,100,200,permutation,laplace,"(12, 16)",centred,Q3,0.124
944,8: mnist alternative,,500,100,400,permutation,laplace,"(12, 16)",centred,Q3,0.2
945,8: mnist alternative,,500,100,600,permutation,laplace,"(12, 16)",centred,Q3,0.216
946,8: mnist alternative,,500,100,800,permutation,laplace,"(12, 16)",centred,Q3,0.196
947,8: mnist alternative,,500,100,1000,permutation,laplace,"(12, 16)",centred,Q3,0.236
948,10: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(12, 12)",uniform,Q3,0.47
949,10: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(12, 12)",centred,Q3,0.442
950,10: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(11, 13)",uniform,Q3,0.424
951,10: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(11, 13)",centred,Q3,0.428
952,10: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(10, 14)",uniform,Q3,0.364
953,10: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(10, 14)",centred,Q3,0.426
954,10: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(9, 15)",uniform,Q3,0.372
955,10: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(9, 15)",centred,Q3,0.41
956,10: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(8, 16)",uniform,Q3,0.356
957,10: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(8, 16)",centred,Q3,0.48
958,10: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(7, 17)",uniform,Q3,0.344
959,10: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(7, 17)",centred,Q3,0.434
960,10: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(6, 18)",uniform,Q3,0.33
961,10: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(6, 18)",centred,Q3,0.374
962,10: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(5, 19)",uniform,Q3,0.35
963,10: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(5, 19)",centred,Q3,0.424
964,10: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 14)",uniform,Q3,0.622
965,10: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 14)",centred,Q3,0.612
966,10: mnist alternative,,500,500,500,wild bootstrap,laplace,"(13, 15)",uniform,Q3,0.582
967,10: mnist alternative,,500,500,500,wild bootstrap,laplace,"(13, 15)",centred,Q3,0.598
968,10: mnist alternative,,500,500,500,wild bootstrap,laplace,"(12, 16)",uniform,Q3,0.568
969,10: mnist alternative,,500,500,500,wild bootstrap,laplace,"(12, 16)",centred,Q3,0.61
970,10: mnist alternative,,500,500,500,wild bootstrap,laplace,"(11, 17)",uniform,Q3,0.55
971,10: mnist alternative,,500,500,500,wild bootstrap,laplace,"(11, 17)",centred,Q3,0.606
972,10: mnist alternative,,500,500,500,wild bootstrap,laplace,"(10, 18)",uniform,Q3,0.542
973,10: mnist alternative,,500,500,500,wild bootstrap,laplace,"(10, 18)",centred,Q3,0.652
974,10: mnist alternative,,500,500,500,wild bootstrap,laplace,"(9, 19)",uniform,Q3,0.526
975,10: mnist alternative,,500,500,500,wild bootstrap,laplace,"(9, 19)",centred,Q3,0.548
976,10: mnist alternative,,500,500,500,wild bootstrap,laplace,"(8, 20)",uniform,Q3,0.536
977,10: mnist alternative,,500,500,500,wild bootstrap,laplace,"(8, 20)",centred,Q3,0.548
978,10: mnist alternative,,500,500,500,wild bootstrap,laplace,"(7, 21)",uniform,Q3,0.528
979,10: mnist alternative,,500,500,500,wild bootstrap,laplace,"(7, 21)",centred,Q3,0.614
980,12: mnist alternative,,500,50000,50000,,gaussian,"(10, 14)",ost,Q1,0.99
981,12: mnist alternative,,500,50000,50000,,gaussian,"(10, 14)",ost,Q2,0.878
982,12: mnist alternative,,500,50000,50000,,gaussian,"(10, 14)",ost,Q3,0.084
983,12: mnist alternative,,500,50000,50000,,gaussian,"(10, 14)",ost,Q4,0.124
984,12: mnist alternative,,500,50000,50000,,gaussian,"(10, 14)",ost,Q5,0.046
985,12: mnist alternative,,500,50000,50000,,laplace,"(12, 16)",ost,Q1,1.0
986,12: mnist alternative,,500,50000,50000,,laplace,"(12, 16)",ost,Q2,0.944
987,12: mnist alternative,,500,50000,50000,,laplace,"(12, 16)",ost,Q3,0.146
988,12: mnist alternative,,500,50000,50000,,laplace,"(12, 16)",ost,Q4,0.144
989,12: mnist alternative,,500,50000,50000,,laplace,"(12, 16)",ost,Q5,0.07
990,12: mnist alternative,,500,100000,100000,,gaussian,"(10, 14)",ost,Q1,1.0
991,12: mnist alternative,,500,100000,100000,,gaussian,"(10, 14)",ost,Q2,0.996
992,12: mnist alternative,,500,100000,100000,,gaussian,"(10, 14)",ost,Q3,0.172
993,12: mnist alternative,,500,100000,100000,,gaussian,"(10, 14)",ost,Q4,0.186
994,12: mnist alternative,,500,100000,100000,,gaussian,"(10, 14)",ost,Q5,0.056
995,12: mnist alternative,,500,100000,100000,,laplace,"(12, 16)",ost,Q1,1.0
996,12: mnist alternative,,500,100000,100000,,laplace,"(12, 16)",ost,Q2,1.0
997,12: mnist alternative,,500,100000,100000,,laplace,"(12, 16)",ost,Q3,0.278
998,12: mnist alternative,,500,100000,100000,,laplace,"(12, 16)",ost,Q4,0.234
999,12: mnist alternative,,500,100000,100000,,laplace,"(12, 16)",ost,Q5,0.06
1000,12: mnist alternative,,500,150000,150000,,gaussian,"(10, 14)",ost,Q1,1.0
1001,12: mnist alternative,,500,150000,150000,,gaussian,"(10, 14)",ost,Q2,1.0
1002,12: mnist alternative,,500,150000,150000,,gaussian,"(10, 14)",ost,Q3,0.22
1003,12: mnist alternative,,500,150000,150000,,gaussian,"(10, 14)",ost,Q4,0.24
1004,12: mnist alternative,,500,150000,150000,,gaussian,"(10, 14)",ost,Q5,0.038
1005,12: mnist alternative,,500,150000,150000,,laplace,"(12, 16)",ost,Q1,1.0
1006,12: mnist alternative,,500,150000,150000,,laplace,"(12, 16)",ost,Q2,1.0
1007,12: mnist alternative,,500,150000,150000,,laplace,"(12, 16)",ost,Q3,0.356
1008,12: mnist alternative,,500,150000,150000,,laplace,"(12, 16)",ost,Q4,0.376
1009,12: mnist alternative,,500,150000,150000,,laplace,"(12, 16)",ost,Q5,0.046
1010,12: mnist alternative,,500,200000,200000,,gaussian,"(10, 14)",ost,Q1,1.0
1011,12: mnist alternative,,500,200000,200000,,gaussian,"(10, 14)",ost,Q2,1.0
1012,12: mnist alternative,,500,200000,200000,,gaussian,"(10, 14)",ost,Q3,0.256
1013,12: mnist alternative,,500,200000,200000,,gaussian,"(10, 14)",ost,Q4,0.324
1014,12: mnist alternative,,500,200000,200000,,gaussian,"(10, 14)",ost,Q5,0.054
1015,12: mnist alternative,,500,200000,200000,,laplace,"(12, 16)",ost,Q1,1.0
1016,12: mnist alternative,,500,200000,200000,,laplace,"(12, 16)",ost,Q2,1.0
1017,12: mnist alternative,,500,200000,200000,,laplace,"(12, 16)",ost,Q3,0.49
1018,12: mnist alternative,,500,200000,200000,,laplace,"(12, 16)",ost,Q4,0.496
1019,12: mnist alternative,,500,200000,200000,,laplace,"(12, 16)",ost,Q5,0.062
1020,12: mnist alternative,,500,250000,250000,,gaussian,"(10, 14)",ost,Q1,1.0
1021,12: mnist alternative,,500,250000,250000,,gaussian,"(10, 14)",ost,Q2,1.0
1022,12: mnist alternative,,500,250000,250000,,gaussian,"(10, 14)",ost,Q3,0.338
1023,12: mnist alternative,,500,250000,250000,,gaussian,"(10, 14)",ost,Q4,0.388
1024,12: mnist alternative,,500,250000,250000,,gaussian,"(10, 14)",ost,Q5,0.044
1025,12: mnist alternative,,500,250000,250000,,laplace,"(12, 16)",ost,Q1,1.0
1026,12: mnist alternative,,500,250000,250000,,laplace,"(12, 16)",ost,Q2,1.0
1027,12: mnist alternative,,500,250000,250000,,laplace,"(12, 16)",ost,Q3,0.584
1028,12: mnist alternative,,500,250000,250000,,laplace,"(12, 16)",ost,Q4,0.574
1029,12: mnist alternative,,500,250000,250000,,laplace,"(12, 16)",ost,Q5,0.068
